Número de Línea,Texto,Clasificación,Polaridad,Librería
1076,Recibimos el manual de usuario en PDF.,neutro,0.0,vader
1077,"Un trabajo impecable, el sistema es súper rápido.",positivo,0.9721,pysentimiento
1078,No saben configurar el módulo de manufactura.,negativo,-0.9544,pysentimiento
1079,"El proceso fue normal, sin sobresaltos.",negativo,-0.5574,vader

RESUMEN
Total líneas,1079
Positivas,258 (23.9%)
Negativas,347 (32.2%)
Neutras,474 (43.9%)
Sentimiento predominante,neutro
